,0
2998,5
2999,6
3000,5
3001,1
3002,7
3003,2
3004,4
3005,0
3006,5
3007,6
3008,8
3009,7
3010,6
3011,3
3012,5
3013,5
3014,8
3015,6
3016,2
3017,5
3018,5
3019,5
3020,1
3021,8
3022,7
3023,2
3024,0
3025,6
3026,7
3027,1
3028,1
3029,9
3030,6
3031,7
3032,6
3033,1
3034,2
3035,3
3036,9
3037,8
3038,0
3039,1
3040,7
3041,4
3042,8
3043,2
3044,7
3045,5
3046,8
3047,6
3048,0
3049,3
3050,0
3051,8
3052,2
3053,3
3054,0
3055,9
3056,6
3057,6
3058,1
3059,0
3060,7
3061,7
3062,9
3063,2
3064,1
3065,4
3066,0
3067,4
3068,0
3069,3
3070,0
3071,7
3072,8
3073,5
3074,1
3075,3
3076,2
3077,1
3078,8
3079,8
3080,1
3081,9
3082,7
3083,3
3084,6
3085,2
3086,9
3087,0
3088,6
3089,8
3090,4
3091,1
3092,7
3093,3
3094,0
3095,6
3096,7
3097,7
3098,4
3099,9
3100,0
3101,7
3102,0
3103,6
3104,7
3105,9
3106,8
3107,5
3108,8
3109,8
3110,3
3111,0
3112,0
3113,4
3114,8
3115,2
3116,7
3117,0
3118,6
3119,6
3120,2
3121,9
3122,1
3123,8
3124,6
3125,3
3126,9
3127,4
3128,9
3129,3
3130,3
3131,5
3132,5
3133,9
3134,7
3135,5
3136,4
3137,5
3138,8
3139,2
3140,8
3141,9
3142,5
3143,3
3144,1
3145,9
3146,3
3147,2
3148,0
3149,1
3150,1
3151,8
3152,1
3153,1
3154,9
3155,8
3156,9
3157,9
3158,0
3159,2
3160,6
3161,9
3162,1
3163,9
3164,2
3165,1
3166,9
3167,2
3168,4
3169,9
3170,9
3171,1
3172,9
3173,9
3174,2
3175,1
3176,7
3177,0
3178,7
3179,6
3180,3
3181,9
3182,8
3183,3
3184,0
3185,6
3186,4
3187,7
3188,3
3189,8
3190,3
3191,0
3192,4
3193,4
3194,3
3195,5
3196,5
3197,6
3198,6
3199,6
3200,5
3201,6
3202,5
3203,4
3204,3
3205,8
3206,8
3207,0
3208,9
3209,3
3210,9
3211,0
3212,6
3213,9
3214,3
3215,1
3216,5
3217,7
3218,9
3219,6
3220,5
3221,5
3222,4
3223,7
3224,6
3225,9
3226,0
3227,2
3228,3
3229,8
3230,5
3231,3
3232,7
3233,8
3234,3
3235,3
3236,5
3237,9
3238,6
3239,1
3240,0
3241,7
3242,3
3243,8
3244,7
3245,7
3246,8
3247,5
3248,0
3249,3
3250,2
3251,5
3252,4
3253,9
3254,3
3255,5
3256,4
3257,7
3258,3
3259,3
3260,7
3261,0
3262,2
3263,1
3264,0
3265,8
3266,7
3267,3
3268,5
3269,7
3270,8
3271,6
3272,7
3273,8
3274,9
3275,4
3276,7
3277,7
3278,0
3279,8
3280,3
3281,2
3282,9
3283,3
3284,4
3285,1
3286,6
3287,7
3288,9
3289,8
3290,5
3291,5
3292,2
3293,1
3294,0
3295,9
3296,4
3297,3
3298,3
3299,0
3300,6
3301,8
3302,0
3303,8
3304,2
3305,9
3306,4
3307,9
3308,7
3309,4
3310,6
3311,7
3312,5
3313,2
3314,9
3315,3
3316,7
3317,7
3318,9
3319,2
3320,7
3321,0
3322,2
3323,5
3324,9
3325,9
3326,4
3327,6
3328,2
3329,3
3330,5
3331,8
3332,7
3333,2
3334,5
3335,9
3336,9
3337,7
3338,0
3339,3
3340,6
3341,1
3342,4
3343,7
3344,9
3345,7
3346,0
3347,9
3348,1
3349,6
3350,8
3351,1
3352,2
3353,3
3354,8
3355,2
3356,2
3357,8
3358,1
3359,3
3360,4
3361,6
3362,1
3363,3
3364,4
3365,9
3366,8
3367,7
3368,9
3369,3
3370,1
3371,2
3372,1
3373,3
3374,6
3375,4
3376,5
3377,7
3378,7
3379,3
3380,8
3381,5
3382,4
3383,8
3384,5
3385,8
3386,2
3387,6
3388,6
3389,1
3390,5
3391,3
3392,9
3393,5
3394,1
3395,9
3396,0
3397,9
3398,0
3399,0
3400,6
3401,2
3402,6
3403,8
3404,5
3405,7
3406,6
3407,1
3408,2
3409,9
3410,4
3411,3
3412,0
3413,3
3414,2
3415,7
3416,0
3417,2
3418,1
3419,4
3420,5
3421,0
3422,6
3423,8
3424,5
3425,0
3426,0
3427,6
3428,2
3429,0
3430,8
3431,4
3432,5
3433,4
3434,5
3435,6
3436,7
3437,7
3438,9
3439,6
3440,3
3441,0
3442,6
3443,2
3444,0
3445,0
3446,3
3447,4
3448,6
3449,1
3450,1
3451,5
3452,5
3453,2
3454,2
3455,6
3456,3
3457,7
3458,5
3459,6
3460,1
3461,5
3462,2
3463,1
3464,9
3465,6
3466,5
3467,0
3468,2
3469,9
3470,7
3471,1
3472,9
3473,2
3474,2
3475,0
3476,2
3477,6
3478,4
3479,3
3480,2
3481,5
3482,7
3483,0
3484,4
3485,8
3486,6
3487,5
3488,1
3489,3
3490,0
3491,3
3492,9
3493,0
3494,0
3495,2
3496,0
3497,0
3498,2
3499,0
3500,9
3501,1
3502,8
3503,4
3504,9
3505,4
3506,2
3507,4
3508,3
3509,8
3510,4
3511,0
3512,6
3513,3
3514,7
3515,8
3516,9
3517,3
3518,5
3519,3
3520,1
3521,8
3522,2
3523,6
3524,4
3525,2
3526,6
3527,1
3528,1
3529,3
3530,6
3531,9
3532,5
3533,2
3534,5
3535,5
3536,0
3537,8
3538,2
3539,9
3540,6
3541,2
3542,9
3543,6
3544,1
3545,4
3546,5
3547,9
3548,0
3549,1
3550,4
3551,0
3552,8
3553,1
3554,1
3555,6
3556,6
3557,3
3558,5
3559,2
3560,9
3561,5
3562,8
3563,6
3564,0
3565,1
3566,7
3567,6
3568,0
3569,6
3570,5
3571,3
3572,3
3573,2
3574,9
3575,4
3576,4
3577,1
3578,7
3579,1
3580,8
3581,4
3582,6
3583,1
3584,5
3585,8
3586,8
3587,5
3588,6
3589,7
3590,7
3591,6
3592,7
3593,2
3594,5
3595,2
3596,4
3597,6
3598,2
3599,7
3600,2
3601,2
3602,1
3603,6
3604,2
3605,4
3606,3
3607,2
3608,9
3609,9
3610,3
3611,1
3612,1
3613,5
3614,3
3615,0
3616,2
3617,4
3618,3
3619,1
3620,0
3621,4
3622,3
3623,5
3624,4
3625,0
3626,9
3627,3
3628,3
3629,1
3630,8
3631,0
3632,0
3633,3
3634,3
3635,7
3636,4
3637,6
3638,9
3639,7
3640,6
3641,8
3642,1
3643,8
3644,9
3645,9
3646,6
3647,1
3648,7
3649,3
3650,0
3651,0
3652,2
3653,0
3654,3
3655,1
3656,2
3657,7
3658,4
3659,6
3660,0
3661,1
3662,6
3663,1
3664,6
3665,7
3666,5
3667,5
3668,2
3669,3
3670,9
3671,4
3672,0
3673,8
3674,3
3675,4
3676,9
3677,7
3678,1
3679,0
3680,0
3681,2
3682,4
3683,3
3684,9
3685,2
3686,8
3687,1
3688,3
3689,7
3690,1
3691,1
3692,4
3693,8
3694,2
3695,8
3696,2
3697,4
3698,8
3699,9
3700,5
3701,1
3702,1
3703,6
3704,5
3705,8
3706,4
3707,6
3708,6
3709,5
3710,2
3711,4
3712,4
3713,5
3714,3
3715,1
3716,6
3717,6
3718,8
3719,5
3720,2
3721,0
3722,7
3723,1
3724,5
3725,2
3726,7
3727,9
3728,3
3729,8
3730,1
3731,6
3732,9
3733,2
3734,5
3735,2
3736,2
3737,2
3738,9
3739,7
3740,0
3741,3
3742,9
3743,5
3744,4
3745,1
3746,6
3747,9
3748,5
3749,8
3750,9
3751,7
3752,1
3753,3
3754,0
3755,3
3756,7
3757,0
3758,2
3759,4
3760,7
3761,8
3762,9
3763,8
3764,1
3765,8
3766,7
3767,6
3768,1
3769,9
3770,9
3771,0
3772,1
3773,5
3774,3
3775,6
3776,9
3777,7
3778,4
3779,3
3780,6
3781,2
3782,3
3783,2
3784,5
3785,6
3786,7
3787,3
3788,7
3789,3
3790,4
3791,2
3792,0
3793,5
3794,1
3795,4
3796,5
3797,6
3798,5
3799,7
3800,9
3801,2
3802,7
3803,8
3804,5
3805,9
3806,2
3807,1
3808,5
3809,7
3810,5
3811,7
3812,9
3813,8
3814,1
3815,4
3816,4
3817,8
3818,9
3819,5
3820,0
3821,8
3822,4
3823,0
3824,2
3825,0
3826,1
3827,4
3828,0
3829,8
3830,5
3831,5
3832,7
3833,9
3834,8
3835,5
3836,7
3837,9
3838,1
3839,5
3840,3
3841,9
3842,8
3843,4
3844,2
3845,0
3846,9
3847,0
3848,8
3849,2
3850,9
3851,6
3852,2
3853,2
3854,8
3855,1
3856,1
3857,1
3858,8
3859,6
3860,7
3861,6
3862,4
3863,0
3864,3
3865,7
3866,0
3867,3
3868,5
3869,8
3870,8
3871,8
3872,7
3873,9
3874,4
3875,3
3876,7
3877,4
3878,7
3879,0
3880,6
3881,7
3882,9
3883,7
3884,5
3885,6
3886,8
3887,4
3888,6
3889,6
3890,7
3891,1
3892,6
3893,9
3894,7
3895,1
3896,7
3897,0
3898,1
3899,6
3900,6
3901,8
3902,9
3903,0
3904,1
3905,2
3906,3
3907,2
3908,2
3909,5
3910,2
3911,9
3912,8
3913,7
3914,2
3915,2
3916,9
3917,0
3918,6
3919,7
3920,7
3921,9
3922,6
3923,3
3924,5
3925,1
3926,9
3927,0
3928,6
3929,3
3930,1
3931,5
3932,6
3933,2
3934,2
3935,4
3936,6
3937,8
3938,8
3939,9
3940,6
3941,6
3942,1
3943,0
3944,7
3945,3
3946,8
3947,4
3948,1
3949,7
3950,8
3951,1
3952,2
3953,7
3954,5
3955,0
3956,3
3957,8
3958,9
3959,5
3960,2
3961,8
3962,4
3963,5
3964,9
3965,0
3966,2
3967,4
3968,8
3969,2
3970,4
3971,0
3972,7
3973,9
3974,8
3975,7
3976,1
3977,6
3978,2
3979,9
3980,2
3981,3
3982,9
3983,9
3984,6
3985,7
3986,7
3987,1
3988,1
3989,6
3990,2
3991,2
3992,0
3993,6
3994,8
3995,9
3996,6
3997,2
3998,2
3999,1
4000,4
4001,2
4002,7
4003,0
4004,0
4005,5
4006,8
4007,6
4008,8
4009,2
4010,7
4011,9
4012,3
4013,3
4014,8
4015,1
4016,6
4017,5
4018,9
4019,7
4020,8
4021,9
4022,6
4023,3
4024,8
4025,1
4026,9
4027,4
4028,0
4029,6
4030,1
4031,4
4032,5
4033,6
4034,2
4035,2
4036,0
4037,0
4038,0
4039,7
4040,0
4041,7
4042,0
4043,3
4044,6
4045,7
4046,7
4047,4
4048,7
4049,4
4050,3
4051,1
4052,5
4053,4
4054,0
4055,1
4056,0
4057,7
4058,3
4059,1
4060,6
4061,5
4062,0
4063,7
4064,7
4065,4
4066,2
4067,1
4068,8
4069,5
4070,9
4071,3
4072,5
4073,6
4074,2
4075,2
4076,7
4077,5
4078,5
4079,8
4080,1
4081,0
4082,6
4083,8
4084,7
4085,7
4086,8
4087,5
4088,7
4089,3
4090,4
4091,9
4092,7
4093,3
4094,5
4095,8
4096,8
4097,6
4098,0
4099,3
4100,7
4101,2
4102,0
4103,0
4104,0
4105,7
4106,8
4107,2
4108,2
4109,3
4110,2
4111,3
4112,6
4113,0
4114,4
4115,8
4116,2
4117,4
4118,0
4119,6
4120,4
4121,5
4122,6
4123,0
4124,8
4125,2
4126,0
4127,6
4128,1
4129,1
4130,6
4131,1
4132,4
4133,2
4134,3
4135,5
4136,2
4137,6
4138,4
4139,4
4140,3
4141,8
4142,8
4143,5
4144,1
4145,8
4146,2
4147,2
4148,6
4149,9
4150,6
4151,6
4152,6
4153,0
4154,7
4155,3
4156,3
4157,2
4158,7
4159,4
4160,5
4161,6
4162,0
4163,6
4164,1
4165,8
4166,2
4167,0
4168,9
4169,3
4170,1
4171,0
4172,5
4173,4
4174,2
4175,3
4176,3
4177,6
4178,7
4179,6
4180,0
4181,0
4182,5
4183,7
4184,2
4185,7
4186,7
4187,0
4188,6
4189,1
4190,7
4191,9
4192,9
4193,0
4194,0
4195,3
4196,8
4197,4
4198,0
4199,8
4200,2
4201,1
4202,0
4203,4
4204,6
4205,4
4206,1
4207,1
4208,2
4209,7
4210,5
4211,4
4212,1
4213,4
4214,7
4215,9
4216,0
4217,0
4218,9
4219,0
4220,0
4221,2
4222,8
4223,0
4224,5
4225,5
4226,0
4227,4
4228,0
4229,8
4230,6
4231,2
4232,5
4233,9
4234,2
4235,9
4236,1
4237,1
4238,3
4239,2
4240,7
4241,5
4242,0
4243,6
4244,7
4245,1
4246,5
4247,5
4248,5
4249,3
4250,1
4251,1
4252,9
4253,9
4254,8
4255,7
4256,8
4257,6
4258,8
4259,5
4260,8
4261,9
4262,4
4263,6
4264,4
4265,6
4266,3
4267,9
4268,4
4269,0
4270,0
4271,1
4272,7
4273,3
4274,1
4275,2
4276,9
4277,3
4278,1
4279,6
4280,0
4281,2
4282,3
4283,6
4284,9
4285,6
4286,0
4287,6
4288,1
4289,7
4290,2
4291,2
4292,1
4293,9
4294,0
4295,0
4296,8
4297,9
4298,9
4299,0
4300,8
4301,4
4302,3
4303,5
4304,5
4305,0
4306,3
4307,2
4308,0
4309,2
4310,7
4311,7
4312,2
4313,3
4314,1
4315,0
4316,8
4317,8
4318,1
4319,6
4320,1
4321,5
4322,4
4323,5
4324,9
4325,6
4326,7
4327,1
4328,0
4329,6
4330,9
4331,3
4332,7
4333,7
4334,3
4335,9
4336,9
4337,9
4338,9
4339,7
4340,0
4341,1
4342,3
4343,5
4344,4
4345,2
4346,3
4347,8
4348,8
4349,0
4350,4
4351,8
4352,3
4353,6
4354,3
4355,3
4356,0
4357,4
4358,5
4359,2
4360,6
4361,8
4362,4
4363,9
4364,9
4365,9
4366,2
4367,0
4368,6
4369,2
4370,8
4371,1
4372,1
4373,0
4374,0
4375,4
4376,2
4377,4
4378,1
4379,1
4380,9
4381,7
4382,7
4383,4
4384,5
4385,8
4386,2
4387,0
4388,2
4389,8
4390,5
4391,2
4392,3
4393,3
4394,5
4395,7
4396,9
4397,8
4398,3
4399,4
4400,3
4401,1
4402,4
4403,8
4404,4
4405,6
4406,5
4407,3
4408,1
4409,8
4410,9
4411,3
4412,7
4413,6
4414,2
4415,0
4416,2
4417,9
4418,9
4419,0
4420,5
4421,2
4422,3
4423,2
4424,1
4425,1
4426,0
4427,2
4428,8
4429,2
4430,1
4431,1
4432,2
4433,5
4434,2
4435,3
4436,4
4437,1
4438,2
4439,9
4440,2
4441,1
4442,5
4443,4
4444,8
4445,9
4446,8
4447,8
4448,6
4449,9
4450,0
4451,0
4452,2
4453,0
4454,6
4455,8
4456,7
4457,3
4458,6
4459,8
4460,9
4461,0
4462,5
4463,5
4464,3
4465,6
4466,1
4467,3
4468,8
4469,3
4470,8
4471,2
4472,4
4473,4
4474,8
4475,1
4476,3
4477,6
4478,1
4479,7
4480,9
4481,1
4482,6
4483,2
4484,4
4485,7
4486,8
4487,3
4488,4
4489,7
4490,0
4491,4
4492,8
4493,4
4494,8
4495,5
4496,8
4497,8
4498,8
4499,2
4500,3
4501,5
4502,7
4503,3
4504,0
4505,4
4506,1
4507,5
4508,8
4509,7
4510,0
4511,6
4512,8
4513,3
4514,9
4515,0
4516,1
4517,8
4518,9
4519,2
4520,3
4521,3
4522,2
4523,4
4524,2
4525,3
4526,5
4527,5
4528,4
4529,4
4530,5
4531,1
4532,1
4533,8
4534,2
4535,2
4536,9
4537,6
4538,7
4539,8
4540,9
4541,2
4542,3
4543,1
4544,7
4545,3
4546,2
4547,5
4548,0
4549,1
4550,5
4551,3
4552,5
4553,3
4554,4
4555,3
4556,2
4557,0
4558,0
4559,6
4560,1
4561,5
4562,5
4563,7
4564,4
4565,3
4566,8
4567,4
4568,8
4569,9
4570,1
4571,4
4572,4
4573,4
4574,2
4575,6
4576,4
4577,3
4578,4
4579,6
4580,6
4581,3
4582,8
4583,7
4584,0
4585,0
4586,0
4587,5
4588,9
4589,3
4590,2
4591,0
4592,7
4593,2
4594,1
4595,9
4596,7
4597,9
4598,1
4599,9
4600,4
4601,2
4602,1
4603,4
4604,4
4605,3
4606,6
4607,1
4608,4
4609,8
4610,3
4611,1
4612,7
4613,1
4614,4
4615,2
4616,4
4617,3
4618,6
4619,9
4620,7
4621,8
4622,4
4623,3
4624,5
4625,4
4626,5
4627,4
4628,5
4629,7
4630,3
4631,5
4632,3
4633,1
4634,3
4635,7
4636,8
4637,3
4638,6
4639,0
4640,2
4641,5
4642,2
4643,2
4644,7
4645,4
4646,3
4647,1
4648,6
4649,8
4650,6
4651,8
4652,3
4653,2
4654,7
4655,5
4656,9
4657,7
4658,1
4659,4
4660,3
4661,5
4662,6
4663,1
4664,7
4665,3
4666,0
4667,0
4668,6
4669,6
4670,8
4671,6
4672,6
4673,0
4674,3
4675,4
4676,7
4677,4
4678,0
4679,4
4680,9
4681,1
4682,5
4683,4
4684,1
4685,4
4686,0
4687,3
4688,7
4689,1
4690,2
4691,6
4692,8
4693,4
4694,7
4695,8
4696,6
4697,6
4698,6
4699,6
4700,6
4701,0
4702,6
4703,7
4704,9
4705,6
4706,2
4707,7
4708,3
4709,9
4710,3
4711,9
4712,4
4713,1
4714,6
4715,9
4716,9
4717,3
4718,3
4719,9
4720,0
4721,1
4722,3
4723,9
4724,5
4725,9
4726,0
4727,9
4728,7
4729,7
4730,2
4731,4
4732,2
4733,6
4734,4
4735,8
4736,1
4737,9
4738,3
4739,6
4740,3
4741,1
4742,8
4743,6
4744,0
4745,7
4746,6
4747,5
4748,1
4749,3
4750,3
4751,6
4752,1
4753,9
4754,8
4755,1
4756,6
4757,4
4758,6
4759,0
4760,2
4761,9
4762,1
4763,0
4764,5
4765,3
4766,1
4767,6
4768,9
4769,8
4770,9
4771,0
4772,6
4773,1
4774,6
4775,2
4776,3
4777,5
4778,6
4779,9
4780,0
4781,7
4782,2
4783,8
4784,0
4785,3
4786,8
4787,8
4788,2
4789,9
4790,1
4791,8
4792,0
4793,6
4794,2
4795,3
4796,9
4797,5
4798,4
4799,1
4800,9
4801,7
4802,0
4803,7
4804,3
4805,3
4806,1
4807,8
4808,5
4809,0
4810,5
4811,0
4812,8
4813,8
4814,3
4815,1
4816,6
4817,0
4818,3
4819,5
4820,5
4821,4
4822,1
4823,8
4824,0
4825,7
4826,3
4827,9
4828,2
4829,5
4830,3
4831,1
4832,6
4833,6
4834,3
4835,9
4836,9
4837,7
4838,1
4839,7
4840,0
4841,1
4842,2
4843,1
4844,3
4845,3
4846,8
4847,2
4848,1
4849,5
4850,1
4851,9
4852,9
4853,7
4854,0
4855,1
4856,7
4857,6
4858,2
4859,6
4860,5
4861,1
4862,3
4863,1
4864,3
4865,3
4866,9
4867,9
4868,0
4869,8
4870,9
4871,5
4872,9
4873,3
4874,9
4875,1
4876,6
4877,6
4878,7
4879,6
4880,8
4881,8
4882,6
4883,2
4884,4
4885,2
4886,3
4887,2
4888,5
4889,3
4890,1
4891,6
4892,4
4893,1
4894,2
4895,1
4896,7
4897,1
4898,6
4899,2
4900,9
4901,0
4902,2
4903,2
4904,9
4905,7
4906,3
4907,5
4908,6
4909,0
4910,9
4911,8
4912,1
4913,1
4914,3
4915,5
4916,6
4917,3
4918,3
4919,8
4920,7
4921,0
4922,1
4923,7
4924,7
4925,3
4926,5
4927,1
4928,9
4929,1
4930,1
4931,1
4932,9
4933,3
4934,5
4935,5
4936,3
4937,0
4938,2
4939,0
4940,6
4941,6
4942,3
4943,4
4944,8
4945,9
4946,4
4947,3
4948,1
4949,1
4950,2
4951,6
4952,9
4953,0
4954,0
4955,8
4956,5
4957,4
4958,4
4959,7
4960,4
4961,8
4962,5
4963,3
4964,3
4965,4
4966,5
4967,2
4968,0
4969,1
4970,6
4971,9
4972,8
4973,9
4974,7
4975,3
4976,5
4977,9
4978,1
4979,9
4980,9
4981,0
4982,7
4983,6
4984,3
4985,5
4986,8
4987,6
4988,5
4989,6
4990,5
4991,0
4992,1
4993,7
4994,7
4995,5
4996,3
4997,3
4998,5
4999,1
5000,7
5001,6
5002,8
5003,2
5004,4
5005,3
5006,4
5007,3
5008,4
5009,2
5010,7
5011,5
5012,6
5013,2
5014,7
5015,2
5016,6
5017,7
5018,4
5019,1
5020,8
5021,0
5022,2
5023,4
5024,1
5025,5
5026,4
5027,0
5028,9
5029,6
5030,4
5031,0
5032,2
5033,5
5034,8
5035,5
5036,0
5037,0
5038,4
5039,6
5040,8
5041,6
5042,2
5043,0
5044,5
5045,9
5046,6
5047,5
5048,9
5049,7
5050,3
5051,9
5052,2
5053,4
5054,9
5055,0
5056,6
5057,7
5058,1
5059,0
5060,6
5061,1
5062,3
5063,9
5064,5
5065,0
5066,4
5067,1
5068,2
5069,9
5070,3
5071,3
5072,2
5073,8
5074,0
5075,6
5076,5
5077,0
5078,8
5079,1
5080,7
5081,5
5082,6
5083,1
5084,3
5085,6
5086,7
5087,9
5088,5
5089,6
5090,9
5091,0
5092,9
5093,8
5094,9
5095,8
5096,0
5097,3
5098,9
5099,3
5100,3
5101,3
5102,6
5103,4
5104,8
5105,7
5106,2
5107,9
5108,1
5109,9
5110,8
5111,6
5112,6
5113,4
5114,7
5115,6
5116,6
5117,7
5118,8
5119,7
5120,0
5121,6
5122,6
5123,7
5124,0
5125,1
5126,0
5127,1
5128,3
5129,6
5130,4
5131,6
5132,1
5133,2
5134,6
5135,1
5136,9
5137,9
5138,8
5139,6
5140,8
5141,6
5142,8
5143,9
5144,1
5145,4
5146,0
5147,3
5148,3
5149,6
5150,4
5151,0
5152,9
5153,7
5154,2
5155,3
5156,5
5157,6
5158,4
5159,4
5160,0
5161,3
5162,3
5163,4
5164,0
5165,2
5166,0
5167,2
5168,7
5169,2
5170,9
5171,2
5172,5
5173,0
5174,2
5175,6
5176,2
5177,4
5178,5
5179,5
5180,9
5181,1
5182,1
5183,2
5184,6
5185,3
5186,5
5187,4
5188,8
5189,0
5190,0
5191,3
5192,1
5193,2
5194,7
5195,4
5196,2
5197,0
5198,0
5199,6
5200,3
5201,1
5202,9
5203,6
5204,3
5205,8
5206,9
5207,2
5208,4
5209,7
5210,5
5211,3
5212,3
5213,9
5214,1
5215,1
5216,6
5217,1
5218,3
5219,2
5220,0
5221,7
5222,5
5223,0
5224,3
5225,0
5226,1
5227,4
5228,3
5229,5
5230,8
5231,4
5232,5
5233,9
5234,7
5235,6
5236,0
5237,4
5238,0
5239,0
5240,9
5241,6
5242,0
5243,1
5244,2
5245,1
5246,7
5247,7
5248,9
5249,8
5250,7
5251,5
5252,4
5253,0
5254,9
5255,0
5256,0
5257,8
5258,6
5259,8
5260,0
5261,7
5262,4
5263,8
5264,6
5265,2
5266,4
5267,6
5268,3
5269,5
5270,1
5271,5
5272,7
5273,7
5274,2
5275,2
5276,9
5277,9
5278,2
5279,9
5280,7
5281,6
5282,4
5283,2
5284,6
5285,1
5286,6
5287,5
5288,4
5289,2
5290,2
5291,9
5292,4
5293,0
5294,8
5295,0
5296,3
5297,6
5298,2
5299,7
5300,9
5301,7
5302,0
5303,5
5304,7
5305,7
5306,3
5307,1
5308,9
5309,3
5310,0
5311,3
5312,5
5313,3
5314,6
5315,9
5316,4
5317,4
5318,1
5319,7
5320,5
5321,1
5322,4
5323,1
5324,8
5325,8
5326,7
5327,0
5328,6
5329,8
5330,4
5331,2
5332,9
5333,7
5334,6
5335,1
5336,3
5337,5
5338,8
5339,0
5340,0
5341,6
5342,8
5343,3
5344,3
5345,4
5346,4
5347,1
5348,1
5349,3
5350,9
5351,7
5352,3
5353,1
5354,8
5355,8
5356,7
5357,0
5358,9
5359,6
5360,9
5361,3
5362,2
5363,7
5364,7
5365,8
5366,9
5367,0
5368,3
5369,4
5370,3
5371,7
5372,5
5373,1
5374,0
5375,1
5376,5
5377,3
5378,1
5379,2
5380,9
5381,5
5382,0
5383,8
5384,6
5385,3
5386,1
5387,4
5388,6
5389,4
5390,1
5391,9
5392,0
5393,7
5394,1
5395,0
5396,1
5397,8
5398,8
5399,8
5400,9
5401,0
5402,4
5403,7
5404,2
5405,0
5406,7
5407,7
5408,0
5409,1
5410,5
5411,6
5412,6
5413,5
5414,4
5415,4
5416,1
5417,4
5418,8
5419,6
5420,6
5421,6
5422,1
5423,6
5424,3
5425,6
5426,2
5427,8
5428,6
5429,6
5430,7
5431,1
5432,9
5433,5
5434,6
5435,7
5436,6
5437,0
5438,4
5439,1
5440,9
5441,5
5442,2
5443,6
5444,7
5445,7
5446,6
5447,5
5448,9
5449,1
5450,5
5451,6
5452,0
5453,2
5454,0
5455,6
5456,0
5457,8
5458,5
5459,3
5460,0
5461,3
5462,0
5463,5
5464,7
5465,7
5466,8
5467,3
5468,2
5469,3
5470,1
5471,6
5472,1
5473,5
5474,1
5475,0
5476,6
5477,2
5478,3
5479,2
5480,1
5481,2
5482,5
5483,1
5484,9
5485,8
5486,3
5487,3
5488,3
5489,7
5490,5
5491,0
5492,2
5493,3
5494,9
5495,4
5496,6
5497,2
5498,1
5499,6
5500,8
5501,6
5502,6
5503,8
5504,5
5505,4
5506,4
5507,6
5508,5
5509,7
5510,3
5511,6
5512,9
5513,6
5514,2
5515,2
5516,0
5517,1
5518,3
5519,6
5520,6
5521,9
5522,2
5523,6
5524,0
5525,4
5526,8
5527,7
5528,7
5529,8
5530,3
5531,8
5532,5
5533,2
5534,2
5535,3
5536,6
5537,2
5538,9
5539,3
5540,5
5541,7
5542,9
5543,0
5544,3
5545,6
5546,7
5547,2
5548,8
5549,3
5550,6
5551,7
5552,5
5553,5
5554,9
5555,4
5556,6
5557,4
5558,7
5559,2
5560,5
5561,6
5562,4
5563,1
5564,6
5565,3
5566,1
5567,6
5568,7
5569,0
5570,5
5571,2
5572,9
5573,9
5574,7
5575,3
5576,5
5577,2
5578,3
5579,9
5580,5
5581,6
5582,5
5583,0
5584,0
5585,0
5586,8
5587,0
5588,3
5589,2
5590,2
5591,5
5592,3
5593,7
5594,9
5595,6
5596,9
5597,8
5598,9
5599,2
5600,3
5601,7
5602,4
5603,5
5604,1
5605,3
5606,7
5607,0
5608,9
5609,3
5610,8
5611,7
5612,8
5613,6
5614,8
5615,5
5616,6
5617,5
5618,0
5619,8
5620,2
5621,9
5622,1
5623,8
5624,1
5625,5
5626,0
5627,9
5628,1
5629,6
5630,2
5631,6
5632,9
5633,4
5634,5
5635,7
5636,4
5637,7
5638,4
5639,5
5640,2
5641,6
5642,7
5643,5
5644,7
5645,3
5646,0
5647,5
5648,8
5649,3
5650,7
5651,4
5652,0
5653,5
5654,4
5655,3
5656,2
5657,2
5658,4
5659,2
5660,9
5661,4
5662,8
5663,8
5664,6
5665,0
5666,6
5667,1
5668,7
5669,0
5670,4
5671,3
5672,8
5673,5
5674,9
5675,7
5676,6
5677,5
5678,1
5679,0
5680,2
5681,6
5682,2
5683,6
5684,7
5685,1
5686,6
5687,2
5688,8
5689,3
5690,7
5691,2
5692,5
5693,7
5694,5
5695,7
5696,7
5697,1
5698,7
5699,4
5700,3
5701,5
5702,4
5703,0
5704,4
5705,2
5706,7
5707,0
5708,2
5709,3
5710,6
5711,6
5712,2
5713,5
5714,2
5715,6
5716,0
5717,6
5718,6
5719,2
5720,9
5721,0
5722,0
5723,1
5724,5
5725,3
5726,1
5727,6
5728,7
5729,8
5730,3
5731,6
5732,3
5733,3
5734,6
5735,0
5736,1
5737,9
5738,2
5739,2
5740,6
5741,1
5742,4
5743,6
5744,2
5745,2
5746,7
5747,8
5748,8
5749,3
5750,6
5751,3
5752,3
5753,2
5754,3
5755,2
5756,4
5757,4
5758,8
5759,9
5760,2
5761,6
5762,0
5763,0
5764,7
5765,9
5766,8
5767,7
5768,7
5769,3
5770,8
5771,2
5772,9
5773,3
5774,5
5775,7
5776,5
5777,8
5778,7
5779,3
5780,7
5781,8
5782,7
5783,9
5784,6
5785,2
5786,3
5787,9
5788,0
5789,2
5790,9
5791,8
5792,2
5793,8
5794,0
5795,7
5796,5
